"feature_id","retrieval_date","place_name","address","overall_rating","n_reviews","topics","url"
"0x0:0x75bff227c9aad85a","2022-10-31 23:45:35.477029","Céu Palmas Hotel","Quadra 201 Sul, Av. Joaquim Teotônio Segurado, 201 - Plano Diretor Expansão Sul, Palmas - TO",4.4,1057,"Todas0recepção33check-in17estrutura14opções9+6educados9serviço de quarto9frigobar6roupas6só5sistema5","https://www.google.com/maps/place/C%C3%A9u+Palmas+Hotel/@-10.1958674,-48.3342524,15z/data=!4m2!3m1!1s0x0:0x75bff227c9aad85a?sa=X&ved=2ahUKEwjN1pS86Iv7AhUMNrkGHeG9B8EQ_BJ6BAhzEAU"
