done,name,sort_by,hl,n_reviews,url,use,name_raw,n_reviews_max,state,region,overall_rating,stars
0,"Grand Palladium Imbassaí Resort & Spa",most_relevant,pt-br,-1,"https://www.google.com/maps/place/Grand+Palladium+Imbassa%C3%AD+Resort+%26+Spa/@-12.482398,-37.955948,15z/data=!4m8!3m7!1s0x0:0x3561ce40afc90d07!5m2!4m1!1i2!8m2!3d-12.482398!4d-37.955948",1,Grand Palladium Imbassaí Resort & Spa,18073,BA,NORDESTE,4.7,5
0,"Copacabana Palace",newest,pt-br,-1,"https://www.google.com/maps/place/Copacabana+Palace,+A+Belmond+Hotel,+Rio+de+Janeiro/@-22.9673111,-43.1789541,15z/data=!4m2!3m1!1s0x0:0xef2e5118ccad88ae?sa=X&ved=2ahUKEwiDydji7Lj7AhXyppUCHdV2DusQ_BJ6BAhuEAc",1,Copacabana Palace,21595,RJ,SUDESTE,4.7,5
